class,subclass,r_id,r_name,classification_notes,additional_info,link
Association,Diagnostic,Process acts on,Process acts on (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Measured quantity of intake of potassium in 24 hours] -> [Potassium]","Describes that a process specifically acts on some entity, e.g. by transporting that entity in or out of the body, i.e. Rate of intake of protein.",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/observable-entity/observable-entity-defining-attributes#process-acts-on
Association,Diagnostic,Process output of,Process output of (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Medical food] -> [Method of administration for tube feeding of patient]",,
Attribute,Pharmaceutical,Prod character of,Product characteristic of (SNOMED),Qualifies physical drug delivery properties or dose forms.,,
Composition,Physical,Product comp of,Product component of (NDF-RT),Physical material assembly or structural part-whole relationship. Example: [IXEKIZUMAB] -> [IXEKIZUMAB 80MG/ML AUTO INJECTOR],,
Composition,Structural,Reformulation of,Reformulation of (RxNorm),"Links a reformulated drug to its earlier formulation. This is a substance or modified-form relationship, in the same family as Modification of.",,
Attribute,Clinical,Revision status of,Revision status of (SNOMED),"Qualifies clinical states, statuses (e.g., severity, intent, prescribing status), or general clinical indicators. Example: [First revision] -> [Revision of lumboperitoneal shunt]",Revision status (attribute) refers to another procedure performed on the same site for the same condition. A procedure without a revision status is considered to be performed for the first time. ,
Association,Therapeutic,Rx radiotherapy of,RxNorm radiotherapy of (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [vipivotide tetraxetan] -> [Lutetium Lu 177 vipivotide tetraxetan monotherapy],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Hierarchy,Categorical – up,RxNorm - ATC pr up,RxNorm/Extension to ATC primary upwards (OMOP),"Structural map rolling an RxNorm ingredient up to a broader ATC class. Example: [meningococcal group A polysaccharide] -> [meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen; systemic]","Connects the 1st Ingredient Group of a Multicomponent ATC Class to respective Rx/RxE Ingredients
Applied to a Multicomponent ATC Class, whose name starts either from an Ingredient Group or the word of ‘^combinations’, or contains only one Ingredient Group, which is mentioned somewhere in the middle
Can be used for well-defined but diverse group of ingredients (e.g. diastase, tree pollen, feather)",https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-ATC#other-information
Association,Therapeutic,RxNorm - ETC,RxNorm to ETC (FDB),Links therapeutic interventions to clinical indications or contraindications.,,
Identity,Exact equivalence,RxNorm - NDFRT name,RxNorm to NDF-RT equivalent by concept_name (OMOP),"Explicitly tagged as equivalent, representing exact semantic identity. Example: [antithrombin III] -> [ANTITHROMBIN III]",,
Composition,Structural,Setting of,Setting of (LOINC),Defines the inherent chemical constituents or dosage strength. Example: [Teleimaging] -> [Ophthalmology Teleimaging Consult note],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Association,Mapping,SNOMED - ICDO,SNOMED - ICDO,"ICDO is a coarse topography and morphology coding system for cancer registries, while SNOMED is fine-grained clinical terminology. This is a lossy cross-vocabulary mapping, the same shape as OPCS4-SNOMED, not a guaranteed 1:1 correspondence.",,
Association,Therapeutic,SNOMED - ind/CI,SNOMED to Indication/Contra-indication,Links therapeutic interventions to clinical indications or contraindications. Example: [Edema of larynx] -> [Laryngeal Edema],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-SNOMED#equivalent-and-categorical-relationships
Association,Administrative,SNOMED meas - HCPCS,SNOMED measurement subsumes HCPCS (OMOP),"Operational link for system billing, metadata, dictionaries, or encounter tracking.",,
Association,Diagnostic,Specimen identity of,Specimen source identity of (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Surgical suture, device] -> [Suture material submitted as specimen]","Specifies the type of individual, group, or physical location from which a specimen is collected",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/specimen/specimen-defining-attributes#specimen-source-identity
Association,Diagnostic,Specimen proc of,Specimen procedure of (SNOMED),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Cervicovaginal lavage] -> [Cervicovaginal washout fluid sample]",Identifies the procedure by which a specimen is obtained.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/specimen/specimen-defining-attributes#specimen-procedure
Composition,Structural,Specimen subst of,Specimen substance of (SNOMED),Defines the inherent chemical constituents or dosage strength. Example: [Salsa] -> [Salsa specimen],"Specifies the type of substance, pharmaceutical/biologic product, or physical object of which a specimen is comprised.",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/specimen/specimen-defining-attributes#specimen-substance
Association,Therapeutic,SPL - RxNorm,SPL to RxNorm (NLM),Links therapeutic interventions to clinical indications or contraindications. Example: [BLEOMYCIN - bleomycin injection] -> [bleomycin sulfate],,
Attribute,Pharmaceutical,State of matter of,State of matter of (SNOMED),Qualifies physical drug delivery properties or dose forms. Example: [Solid] -> [Lyophilisate],,
Attribute,Clinical,Status of,Status of,"Qualifies clinical states, statuses (e.g., severity, intent, prescribing status), or general clinical indicators. Example: [Defined] -> [Neoplasm of uncertain behavior of muscle of head]",,
Association,Diagnostic,Sub-specimen of,Sub-specimen of (SNOMED Vet),"Links evidence, tests, variants, or clinical findings to support diagnostic reasoning. Example: [Throat swab] -> [Pooled cloacal/pharyngeal swab]",,
Attribute,Context,Subject of,Subject of (SNOMED),Specific situational modifier or contextual role. Example: [Doxycycline-containing product] -> [Organism susceptibility to doxycycline],,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Association,Administrative,Supplier of,Supplier or manufacturer of (OMOP),"Operational link for system billing, metadata, dictionaries, or encounter tracking. Example: [HM3A] -> [60 ACTUAT fluticasone 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Inhalation Powder [Flusalio] by HM3A]",,https://github.com/OHDSI/Vocabulary-v5.0/wiki/Vocab.-LOINC#relationships
Association,Therapeutic,Supportive med of,Supportive medication of (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Voxelotor] -> [Voxelotor monotherapy],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Attribute,Anatomical,Surface texture of,Surface texture of (SNOMED),"Spatial qualifier describing location, morphology, or extent. Example: [Textured] -> [Saline-filled textured breast implant]",Represents the tactile characteristic or appearance of the surface of an object.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/physical-object/physical-object-defining-attributes#has-surface-texture
Attribute,Procedural,Surgical appr of,Surgical approach of (SNOMED),"Defines execution technicalities like route of administration, method, or device used. Example: [Endonasal transsphenoidal approach] -> [Endoscopic endonasal transsphenoidal total excision of neoplasm of pituitary gland]",,
Attribute,Anatomical,System of,System of,"Spatial qualifier describing location, morphology, or extent. Example: [^{Subject}] -> [Hepatic artery anatomy]",,
Association,Therapeutic,Targeted therapy of,Targeted therapy of (HemOnc),Links therapeutic interventions to clinical indications or contraindications. Example: [Voxelotor] -> [Hydroxyurea and Voxelotor],,https://hemonc.org/wiki/HemOncKB_canonical_triples
Attribute,Procedural,Technique of,Technique of (SNOMED),"Defines execution technicalities like route of administration, method, or device used. Example: [Personal Wellbeing Score rating scale] -> [Personal Wellbeing Score rating - I was happy yesterday]",Specify the systematic method of an observation.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/observable-entity/observable-entity-defining-attributes#technique
Attribute,Temporal,Temp related to,Temporally related to (SNOMED),"Qualifies clinical events by their timing, sequence, or duration. Example: [Orthostatic proteinuria] -> [Orthostatic body position]", Applies to perioperative complications and clinical findings where there is no causal relationship but a time-relative association exists.,https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/clinical-finding-and-disorder/clinical-finding-defining-attributes#temporally-related-to
Attribute,Temporal,Time aspect of,Time aspect of,"Qualifies clinical events by their timing, sequence, or duration. Example: [100D] -> [Did the patient have major surgery during the 100 days prior to admission [CMS Assessment]]",,
Hierarchy,Categorical – up,Topic of,Topic of,Assigns a concept to a high-level grouping or classification chapter.,,
Attribute,Anatomical,Topography of ICDO,Topography of ICDO,"Spatial qualifier describing location, morphology, or extent. Example: [Overlapping lesion of connective, subcutaneous and other soft tissues] -> [Chordoma, NOS, of overlapping lesion of connective, subcutaneous and other soft tissues]",,
Attribute,Context,Towards,Towards (SNOMED),Specific situational modifier or contextual role. Example: [Antimicrobial susceptibility of organism by matrix assisted laser desorption ionization time of flight mass spectrometry] -> [Anti-infective agent],"Specify a disposition, what the disposition is towards, i.e. a specific triggering agent, or more generally, participant in the realization of the disposition.",https://docs.snomed.org/education/snomed-ct-education-editorial-guide/readme/authoring/domain-specific-modeling/observable-entity/observable-entity-defining-attributes#towards
